Category,count,mean,median,std
floating window utilities,5,0.18444444444444447,0.1555555555555556,0.058977920120400935
wedding planning tools,2,0.1833333333333333,0.1833333333333333,0.015713484026367706
NFT,18,0.17962962962962964,0.1666666666666667,0.08082274822323138
supply chain apps,3,0.17592592592592593,0.1666666666666667,0.021032993873334335
market heatmap apps,5,0.17444444444444446,0.2,0.05794846582402354
relationship quiz apps,6,0.17314814814814816,0.1111111111111111,0.09689097007618683
instrument tuner pro,4,0.16388888888888892,0.13611111111111115,0.08516505398197717
budget planner,4,0.15833333333333333,0.14166666666666666,0.07757911135427192
editing,1,0.15,0.15,
electrical wiring diagrams,4,0.12638888888888888,0.1222222222222222,0.008333333333333344
gift budget planner,1,0.09999999999999999,0.09999999999999999,
